FFQ	127	0	0	5	0	0	0	0	0	969	0	0	0	823002	0	0	0	0	0	0	0	0	0	938857	0	0	0	0	1390009	0	0	0	0	2823485	0	0	0	0	7273676	0	0	0	35494455	0
FFQ	128	0	0	4	0	0	0	0	0	1063	0	0	0	855939	0	0	0	0	0	0	0	0	0	961357	0	0	0	0	1407575	0	0	0	0	2855562	0	0	0	0	7441465	0	0	0	34999474	0
FFQ	129	0	0	76	0	0	0	0	0	1490	0	0	0	852473	0	0	0	0	0	0	0	0	0	976408	0	0	0	0	1410157	0	0	0	0	2878694	0	0	0	0	7734234	0	0	0	34441974	0
FFQ	130	0	0	181	0	0	0	0	0	1609	0	0	0	840865	0	0	0	0	0	0	0	0	0	970238	0	0	0	0	1412251	0	0	0	0	2877295	0	0	0	0	7865164	0	0	0	34097584	0
FFQ	131	0	0	0	0	0	0	0	0	1898	0	0	0	881223	0	0	0	0	0	0	0	0	0	991366	0	0	0	0	1426809	0	0	0	0	2904852	0	0	0	0	8039842	0	0	0	33582104	0
FFQ	132	0	0	45	0	0	0	0	0	2798	0	0	0	864307	0	0	0	0	0	0	0	0	0	1007945	0	0	0	0	1424794	0	0	0	0	2930114	0	0	0	0	8068675	0	0	0	33290928	0
FFQ	133	0	0	2	0	0	0	0	0	2666	0	0	0	863549	0	0	0	0	0	0	0	0	0	996439	0	0	0	0	1425940	0	0	0	0	2926587	0	0	0	0	8328841	0	0	0	32803692	0
FFQ	134	0	0	40	0	0	0	0	0	3916	0	0	0	866185	0	0	0	0	0	0	0	0	0	999041	0	0	0	0	1435028	0	0	0	0	2913029	0	0	0	0	8513359	0	0	0	32371629	0
FFQ	135	0	0	0	0	0	0	0	0	4033	0	0	0	850115	0	0	0	0	0	0	0	0	0	989105	0	0	0	0	1447706	0	0	0	0	2864194	0	0	0	0	8723683	0	0	0	31976714	0
FFQ	136	0	0	8	0	0	0	0	0	5363	0	0	0	850505	0	0	0	0	0	0	0	0	0	990686	0	0	0	0	1470723	0	0	0	0	2849220	0	0	0	0	8769168	0	0	0	31667558	0
FFQ	137	0	0	0	0	0	0	0	0	7209	0	0	0	860389	0	0	0	0	0	0	0	0	0	1005497	0	0	0	0	1481486	0	0	0	0	2871503	0	0	0	0	8889258	0	0	0	31230515	0
FFQ	138	0	0	1	0	0	0	0	0	6520	0	0	0	876461	0	0	0	0	0	0	0	0	0	1019906	0	0	0	0	1521404	0	0	0	0	2869764	0	0	0	0	9007598	0	0	0	30780380	0
FFQ	139	0	0	2	0	0	0	0	0	8905	0	0	0	861746	0	0	0	0	0	0	0	0	0	1015465	0	0	0	0	1546087	0	0	0	0	2843983	0	0	0	0	9007256	0	0	0	30528907	0
FFQ	140	0	0	49	0	0	0	0	0	9301	0	0	0	889141	0	0	0	0	0	0	0	0	0	1031065	0	0	0	0	1588167	0	0	0	0	2838029	0	0	0	0	9037747	0	0	0	30138090	0
FFQ	141	0	0	12	0	0	0	0	0	10256	0	0	0	907262	0	0	0	0	0	0	0	0	0	1050781	0	0	0	0	1593981	0	0	0	0	2865503	0	0	0	0	9050830	0	0	0	29764066	0
FFQ	142	0	0	2	0	0	0	0	0	10583	0	0	0	914214	0	0	0	0	0	0	0	0	0	1080509	0	0	0	0	1637776	0	0	0	0	2893690	0	0	0	0	9167911	0	0	0	29238421	0
FFQ	143	0	0	45	0	0	0	0	0	11225	0	0	0	972382	0	0	0	0	0	0	0	0	0	1079323	0	0	0	0	1665720	0	0	0	0	2889151	0	0	0	0	9170616	0	0	0	28848321	0
FFQ	144	0	0	204	0	0	0	0	0	11884	0	0	0	911315	0	0	0	0	0	0	0	0	0	1074433	0	0	0	0	1696770	0	0	0	0	2826850	0	0	0	0	9245690	0	0	0	28560225	0
FFQ	145	0	0	1	0	0	0	0	0	12152	0	0	0	945241	0	0	0	0	0	0	0	0	0	1032791	0	0	0	0	1685636	0	0	0	0	2833864	0	0	0	0	9269821	0	0	0	28235310	0
FFQ	146	0	0	23	0	0	0	0	0	11932	0	0	0	961417	0	0	0	0	0	0	0	0	0	1057361	0	0	0	0	1705444	0	0	0	0	2868369	0	0	0	0	9282316	0	0	0	27812541	0
FFQ	147	0	0	21	0	0	0	0	0	12113	0	0	0	967005	0	0	0	0	0	0	0	0	0	1033252	0	0	0	0	1737108	0	0	0	0	2817293	0	0	0	0	9290445	0	0	0	27500525	0
FFQ	148	0	0	0	0	0	0	0	0	18153	0	0	0	1051062	0	0	0	0	0	0	0	0	0	1015353	0	0	0	0	1741954	0	0	0	0	2801696	0	0	0	0	9258047	0	0	0	27264627	0
FFQ	149	0	0	6	0	0	0	0	0	22590	0	0	0	1183801	0	0	0	0	0	0	0	0	0	1044062	0	0	0	0	1770478	0	0	0	0	2798469	0	0	0	0	9272566	0	0	0	26922150	0
FFQ	150	0	0	269	0	0	0	0	0	24820	0	0	0	1362864	0	0	0	0	0	0	0	0	0	1140920	0	0	0	0	1837886	0	0	0	0	2826811	0	0	0	0	9297222	0	0	0	26352050	0
FFQ	151	0	0	1010	0	0	0	0	0	63882	0	0	0	2773633	0	0	0	0	0	0	0	0	0	2024300	0	0	0	0	2906052	0	0	0	0	3972724	0	0	0	0	10705408	0	0	0	19022788	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11322	0	0	0	0	3118200	0	0	0	0	50519824	0	0	0	0	9225	0	0	0	40	0
LFQ	2	0	0	2490	0	0	0	0	0	0	0	0	0	2057497	0	0	0	0	0	0	0	0	0	29665	0	0	0	0	2393374	0	0	0	0	48598279	0	0	0	0	574055	0	0	0	3251	0
LFQ	3	0	0	124	0	0	0	0	0	0	0	0	0	1945454	0	0	0	0	0	0	0	0	0	147734	0	0	0	0	2266365	0	0	0	0	14707638	0	0	0	0	34569288	0	0	0	22008	0
LFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	1431765	0	0	0	0	0	0	0	0	0	546510	0	0	0	0	1570731	0	0	0	0	6386821	0	0	0	0	43596893	0	0	0	125891	0
LFQ	5	0	0	1	0	0	0	0	0	0	0	0	0	1114557	0	0	0	0	0	0	0	0	0	794876	0	0	0	0	1014784	0	0	0	0	4106040	0	0	0	0	45249716	0	0	0	1378637	0
LFQ	6	0	0	5	0	0	0	0	0	0	0	0	0	887579	0	0	0	0	0	0	0	0	0	705729	0	0	0	0	1065219	0	0	0	0	3024357	0	0	0	0	8625691	0	0	0	39350031	0
LFQ	7	0	0	6	0	0	0	0	0	0	0	0	0	805312	0	0	0	0	0	0	0	0	0	643275	0	0	0	0	999972	0	0	0	0	2550063	0	0	0	0	7401136	0	0	0	41258847	0
LFQ	8	0	0	7	0	0	0	0	0	0	0	0	0	811558	0	0	0	0	0	0	0	0	0	641959	0	0	0	0	1029413	0	0	0	0	2381885	0	0	0	0	7080443	0	0	0	41713346	0
LFQ	9	0	0	37	0	0	0	0	0	0	0	0	0	761731	0	0	0	0	0	0	0	0	0	607820	0	0	0	0	980178	0	0	0	0	2238343	0	0	0	0	6653229	0	0	0	42417273	0
LFQ	10	0	0	864	0	0	0	0	0	0	0	0	0	790710	0	0	0	0	0	0	0	0	0	603497	0	0	0	0	991914	0	0	0	0	2157921	0	0	0	0	6529606	0	0	0	42584099	0
LFQ	11	0	0	34	0	0	0	0	0	0	0	0	0	728924	0	0	0	0	0	0	0	0	0	581332	0	0	0	0	959448	0	0	0	0	2110149	0	0	0	0	6370438	0	0	0	42908286	0
LFQ	12	0	0	477	0	0	0	0	0	0	0	0	0	656824	0	0	0	0	0	0	0	0	0	559219	0	0	0	0	954787	0	0	0	0	2025150	0	0	0	0	6263096	0	0	0	43199058	0
LFQ	13	0	0	12	0	0	0	0	0	0	0	0	0	713273	0	0	0	0	0	0	0	0	0	587851	0	0	0	0	1014513	0	0	0	0	2008181	0	0	0	0	6355165	0	0	0	42979616	0
LFQ	14	0	0	342	0	0	0	0	0	0	0	0	0	759640	0	0	0	0	0	0	0	0	0	598976	0	0	0	0	1036990	0	0	0	0	2009634	0	0	0	0	6351933	0	0	0	42901096	0
LFQ	15	0	0	1	0	0	0	0	0	0	0	0	0	671056	0	0	0	0	0	0	0	0	0	583766	0	0	0	0	1047062	0	0	0	0	1945827	0	0	0	0	6304808	0	0	0	43106091	0
LFQ	16	0	0	8	0	0	0	0	0	0	0	0	0	701427	0	0	0	0	0	0	0	0	0	602286	0	0	0	0	1127124	0	0	0	0	1842484	0	0	0	0	6328902	0	0	0	43056380	0
LFQ	17	0	0	25	0	0	0	0	0	0	0	0	0	689818	0	0	0	0	0	0	0	0	0	610281	0	0	0	0	1158189	0	0	0	0	1850745	0	0	0	0	6380859	0	0	0	42968694	0
LFQ	18	0	0	473	0	0	0	0	0	0	0	0	0	696380	0	0	0	0	0	0	0	0	0	627950	0	0	0	0	1195936	0	0	0	0	1828683	0	0	0	0	6409257	0	0	0	42899932	0
LFQ	19	0	0	24	0	0	0	0	0	0	0	0	0	717321	0	0	0	0	0	0	0	0	0	623534	0	0	0	0	1201165	0	0	0	0	1787279	0	0	0	0	6383219	0	0	0	42946069	0
LFQ	20	0	0	377	0	0	0	0	0	0	0	0	0	725507	0	0	0	0	0	0	0	0	0	648546	0	0	0	0	1253607	0	0	0	0	1833182	0	0	0	0	6508272	0	0	0	42689120	0
LFQ	21	0	0	24	0	0	0	0	0	0	0	0	0	728945	0	0	0	0	0	0	0	0	0	666223	0	0	0	0	1282134	0	0	0	0	1842006	0	0	0	0	6571032	0	0	0	42568247	0
LFQ	22	0	0	359	0	0	0	0	0	0	0	0	0	724941	0	0	0	0	0	0	0	0	0	666582	0	0	0	0	1277325	0	0	0	0	1846146	0	0	0	0	6567963	0	0	0	42575295	0
LFQ	23	0	0	663	0	0	0	0	0	0	0	0	0	767758	0	0	0	0	0	0	0	0	0	679081	0	0	0	0	1300037	0	0	0	0	1870123	0	0	0	0	6600244	0	0	0	42440705	0
LFQ	24	0	0	804	0	0	0	0	0	0	0	0	0	768071	0	0	0	0	0	0	0	0	0	684857	0	0	0	0	1318335	0	0	0	0	1889244	0	0	0	0	6740545	0	0	0	42256755	0
LFQ	25	0	0	8	0	0	0	0	0	0	0	0	0	794466	0	0	0	0	0	0	0	0	0	693310	0	0	0	0	1330727	0	0	0	0	1905999	0	0	0	0	6781862	0	0	0	42152239	0
LFQ	26	0	0	452	0	0	0	0	0	0	0	0	0	844961	0	0	0	0	0	0	0	0	0	717719	0	0	0	0	1361813	0	0	0	0	1939179	0	0	0	0	6859045	0	0	0	41935442	0
LFQ	27	0	0	285	0	0	0	0	0	0	0	0	0	749150	0	0	0	0	0	0	0	0	0	688679	0	0	0	0	1319138	0	0	0	0	1893437	0	0	0	0	6753535	0	0	0	42254387	0
LFQ	28	0	0	215	0	0	0	0	0	0	0	0	0	840308	0	0	0	0	0	0	0	0	0	706204	0	0	0	0	1338030	0	0	0	0	1912290	0	0	0	0	6773225	0	0	0	42088339	0
LFQ	29	0	0	117	0	0	0	0	0	0	0	0	0	761808	0	0	0	0	0	0	0	0	0	696634	0	0	0	0	1328481	0	0	0	0	1896377	0	0	0	0	6758727	0	0	0	42216467	0
LFQ	30	0	0	0	0	0	0	0	0	0	0	0	0	798129	0	0	0	0	0	0	0	0	0	701576	0	0	0	0	1336783	0	0	0	0	1915653	0	0	0	0	6783230	0	0	0	42123240	0
LFQ	31	0	0	55	0	0	0	0	0	0	0	0	0	785705	0	0	0	0	0	0	0	0	0	704542	0	0	0	0	1338451	0	0	0	0	1913143	0	0	0	0	6787896	0	0	0	42128819	0
LFQ	32	0	0	78	0	0	0	0	0	0	0	0	0	956306	0	0	0	0	0	0	0	0	0	758164	0	0	0	0	1403072	0	0	0	0	1971680	0	0	0	0	6913499	0	0	0	41655812	0
LFQ	33	0	0	0	0	0	0	0	0	0	0	0	0	847950	0	0	0	0	0	0	0	0	0	750756	0	0	0	0	1415834	0	0	0	0	1970299	0	0	0	0	6964942	0	0	0	41708830	0
LFQ	34	0	0	1	0	0	0	0	0	0	0	0	0	878145	0	0	0	0	0	0	0	0	0	761448	0	0	0	0	1424674	0	0	0	0	2003488	0	0	0	0	7048736	0	0	0	41542119	0
LFQ	35	0	0	0	0	0	0	0	0	0	0	0	0	864080	0	0	0	0	0	0	0	0	0	762911	0	0	0	0	1436303	0	0	0	0	2026062	0	0	0	0	7108041	0	0	0	41461214	0
LFQ	36	0	0	9	0	0	0	0	0	0	0	0	0	880843	0	0	0	0	0	0	0	0	0	765986	0	0	0	0	1430156	0	0	0	0	2028756	0	0	0	0	7105880	0	0	0	41446981	0
LFQ	37	0	0	12	0	0	0	0	0	0	0	0	0	946017	0	0	0	0	0	0	0	0	0	792717	0	0	0	0	1463057	0	0	0	0	2060095	0	0	0	0	7158536	0	0	0	41238177	0
LFQ	38	0	0	93	0	0	0	0	0	0	0	0	0	937671	0	0	0	0	0	0	0	0	0	805571	0	0	0	0	1491105	0	0	0	0	2085029	0	0	0	0	7251717	0	0	0	41087425	0
LFQ	39	0	0	43	0	0	0	0	0	0	0	0	0	991231	0	0	0	0	0	0	0	0	0	837521	0	0	0	0	1524577	0	0	0	0	2111899	0	0	0	0	7295013	0	0	0	40898327	0
LFQ	40	0	0	46	0	0	0	0	0	0	0	0	0	908487	0	0	0	0	0	0	0	0	0	835623	0	0	0	0	1528673	0	0	0	0	2116789	0	0	0	0	7307322	0	0	0	40961671	0
LFQ	41	0	0	0	0	0	0	0	0	0	0	0	0	927495	0	0	0	0	0	0	0	0	0	832935	0	0	0	0	1515014	0	0	0	0	2104687	0	0	0	0	7254301	0	0	0	40862217	0
LFQ	42	0	0	1	0	0	0	0	0	0	0	0	0	955299	0	0	0	0	0	0	0	0	0	839962	0	0	0	0	1527980	0	0	0	0	2119751	0	0	0	0	7286009	0	0	0	40602853	0
LFQ	43	0	0	21	0	0	0	0	0	0	0	0	0	951137	0	0	0	0	0	0	0	0	0	851025	0	0	0	0	1545520	0	0	0	0	2127904	0	0	0	0	7306902	0	0	0	40386835	0
LFQ	44	0	0	5	0	0	0	0	0	0	0	0	0	955160	0	0	0	0	0	0	0	0	0	850653	0	0	0	0	1553727	0	0	0	0	2146298	0	0	0	0	7379342	0	0	0	40122789	0
LFQ	45	0	0	73	0	0	0	0	0	0	0	0	0	961955	0	0	0	0	0	0	0	0	0	855307	0	0	0	0	1568638	0	0	0	0	2170083	0	0	0	0	7474159	0	0	0	39814578	0
LFQ	46	0	0	80	0	0	0	0	0	0	0	0	0	918035	0	0	0	0	0	0	0	0	0	839818	0	0	0	0	1549342	0	0	0	0	2157399	0	0	0	0	7384122	0	0	0	39836033	0
LFQ	47	0	0	27	0	0	0	0	0	0	0	0	0	965589	0	0	0	0	0	0	0	0	0	850534	0	0	0	0	1562321	0	0	0	0	2176073	0	0	0	0	7390984	0	0	0	39575244	0
LFQ	48	0	0	1	0	0	0	0	0	0	0	0	0	964479	0	0	0	0	0	0	0	0	0	858407	0	0	0	0	1578606	0	0	0	0	2207346	0	0	0	0	7419637	0	0	0	39327200	0
LFQ	49	0	0	75	0	0	0	0	0	0	0	0	0	951645	0	0	0	0	0	0	0	0	0	852748	0	0	0	0	1565341	0	0	0	0	2245003	0	0	0	0	7351554	0	0	0	39224349	0
LFQ	50	0	0	39	0	0	0	0	0	0	0	0	0	993673	0	0	0	0	0	0	0	0	0	877577	0	0	0	0	1608215	0	0	0	0	2316736	0	0	0	0	7409033	0	0	0	38816826	0
LFQ	51	0	0	146	0	0	0	0	0	0	0	0	0	940680	0	0	0	0	0	0	0	0	0	864466	0	0	0	0	1587683	0	0	0	0	2379946	0	0	0	0	7345844	0	0	0	38736553	0
LFQ	52	0	0	308	0	0	0	0	0	0	0	0	0	954648	0	0	0	0	0	0	0	0	0	873271	0	0	0	0	1601427	0	0	0	0	2448980	0	0	0	0	7267624	0	0	0	38534390	0
LFQ	53	0	0	220	0	0	0	0	0	0	0	0	0	969399	0	0	0	0	0	0	0	0	0	871422	0	0	0	0	1595476	0	0	0	0	2472680	0	0	0	0	7183856	0	0	0	38409780	0
LFQ	54	0	0	4	0	0	0	0	0	0	0	0	0	1032448	0	0	0	0	0	0	0	0	0	886976	0	0	0	0	1618744	0	0	0	0	2506910	0	0	0	0	7220455	0	0	0	38064147	0
LFQ	55	0	0	0	0	0	0	0	0	0	0	0	0	971979	0	0	0	0	0	0	0	0	0	883517	0	0	0	0	1618579	0	0	0	0	2516078	0	0	0	0	7215258	0	0	0	37956763	0
LFQ	56	0	0	1	0	0	0	0	0	0	0	0	0	989778	0	0	0	0	0	0	0	0	0	882027	0	0	0	0	1614160	0	0	0	0	2517996	0	0	0	0	7186844	0	0	0	37804043	0
LFQ	57	0	0	4	0	0	0	0	0	0	0	0	0	984949	0	0	0	0	0	0	0	0	0	869291	0	0	0	0	1592979	0	0	0	0	2511761	0	0	0	0	7171525	0	0	0	37699571	0
LFQ	58	0	0	12	0	0	0	0	0	0	0	0	0	963357	0	0	0	0	0	0	0	0	0	874273	0	0	0	0	1608585	0	0	0	0	2541246	0	0	0	0	7208485	0	0	0	37466885	0
LFQ	59	0	0	236	0	0	0	0	0	0	0	0	0	953897	0	0	0	0	0	0	0	0	0	867835	0	0	0	0	1594662	0	0	0	0	2542278	0	0	0	0	7179228	0	0	0	37357722	0
LFQ	60	0	0	18	0	0	0	0	0	0	0	0	0	943011	0	0	0	0	0	0	0	0	0	862036	0	0	0	0	1583095	0	0	0	0	2529114	0	0	0	0	7124892	0	0	0	37288095	0
LFQ	61	0	0	8	0	0	0	0	0	0	0	0	0	1013294	0	0	0	0	0	0	0	0	0	880450	0	0	0	0	1601031	0	0	0	0	2571375	0	0	0	0	7125284	0	0	0	36971773	0
LFQ	62	0	0	198	0	0	0	0	0	0	0	0	0	933714	0	0	0	0	0	0	0	0	0	877478	0	0	0	0	1605349	0	0	0	0	2582981	0	0	0	0	7156194	0	0	0	36842509	0
LFQ	63	0	0	2	0	0	0	0	0	0	0	0	0	945222	0	0	0	0	0	0	0	0	0	858848	0	0	0	0	1574859	0	0	0	0	2584484	0	0	0	0	7118626	0	0	0	36750093	0
LFQ	64	0	0	3	0	0	0	0	0	0	0	0	0	950271	0	0	0	0	0	0	0	0	0	859957	0	0	0	0	1576202	0	0	0	0	2601513	0	0	0	0	7105200	0	0	0	36570250	0
LFQ	65	0	0	1	0	0	0	0	0	0	0	0	0	969086	0	0	0	0	0	0	0	0	0	875596	0	0	0	0	1598722	0	0	0	0	2640175	0	0	0	0	7114378	0	0	0	36292014	0
LFQ	66	0	0	13	0	0	0	0	0	0	0	0	0	956748	0	0	0	0	0	0	0	0	0	872227	0	0	0	0	1581878	0	0	0	0	2693216	0	0	0	0	7021016	0	0	0	36189720	0
LFQ	67	0	0	5	0	0	0	0	0	0	0	0	0	996296	0	0	0	0	0	0	0	0	0	892899	0	0	0	0	1617016	0	0	0	0	2752581	0	0	0	0	7046297	0	0	0	35828094	0
LFQ	68	0	0	63	0	0	0	0	0	0	0	0	0	1026022	0	0	0	0	0	0	0	0	0	910019	0	0	0	0	1624682	0	0	0	0	2808601	0	0	0	0	7055223	0	0	0	35526571	0
LFQ	69	0	0	17	0	0	0	0	0	0	0	0	0	1003148	0	0	0	0	0	0	0	0	0	918924	0	0	0	0	1639054	0	0	0	0	2854018	0	0	0	0	7069346	0	0	0	35281816	0
LFQ	70	0	0	15	0	0	0	0	0	0	0	0	0	1002103	0	0	0	0	0	0	0	0	0	917939	0	0	0	0	1628402	0	0	0	0	2867540	0	0	0	0	7096015	0	0	0	35068405	0
LFQ	71	0	0	181	0	0	0	0	0	0	0	0	0	1008957	0	0	0	0	0	0	0	0	0	917283	0	0	0	0	1630960	0	0	0	0	2869022	0	0	0	0	7116620	0	0	0	34852878	0
LFQ	72	0	0	4	0	0	0	0	0	0	0	0	0	1018107	0	0	0	0	0	0	0	0	0	924926	0	0	0	0	1632300	0	0	0	0	2878451	0	0	0	0	7113509	0	0	0	34643816	0
LFQ	73	0	0	21	0	0	0	0	0	0	0	0	0	1063347	0	0	0	0	0	0	0	0	0	950315	0	0	0	0	1637863	0	0	0	0	2885829	0	0	0	0	7121483	0	0	0	34354450	0
LFQ	74	0	0	163	0	0	0	0	0	0	0	0	0	978074	0	0	0	0	0	0	0	0	0	945540	0	0	0	0	1633497	0	0	0	0	2908289	0	0	0	0	7133526	0	0	0	34225188	0
LFQ	75	0	0	176	0	0	0	0	0	0	0	0	0	992614	0	0	0	0	0	0	0	0	0	995900	0	0	0	0	1645239	0	0	0	0	3043776	0	0	0	0	7288037	0	0	0	33680254	0
LFQ	76	0	0	7	0	0	0	0	0	0	0	0	0	835184	0	0	0	0	0	0	0	0	0	1716298	0	0	0	0	1701217	0	0	0	0	5458108	0	0	0	0	11795458	0	0	0	26001803	0
LFQ	77	0	0	249	0	0	0	0	0	0	0	0	0	822168	0	0	0	0	0	0	0	0	0	1057428	0	0	0	0	1408507	0	0	0	0	3608096	0	0	0	0	8732483	0	0	0	31744109	0
LFQ	78	0	0	92	0	0	0	0	0	0	0	0	0	721797	0	0	0	0	0	0	0	0	0	890087	0	0	0	0	1278453	0	0	0	0	2846493	0	0	0	0	7379757	0	0	0	34132655	0
LFQ	79	0	0	43	0	0	0	0	0	0	0	0	0	667606	0	0	0	0	0	0	0	0	0	802597	0	0	0	0	1182725	0	0	0	0	2501793	0	0	0	0	6710754	0	0	0	35267633	0
LFQ	80	0	0	630	0	0	0	0	0	0	0	0	0	692633	0	0	0	0	0	0	0	0	0	790128	0	0	0	0	1156155	0	0	0	0	2367878	0	0	0	0	6401069	0	0	0	35607667	0
LFQ	81	0	0	5	0	0	0	0	0	0	0	0	0	662985	0	0	0	0	0	0	0	0	0	782122	0	0	0	0	1145987	0	0	0	0	2318609	0	0	0	0	6251419	0	0	0	35740837	0
LFQ	82	0	0	29	0	0	0	0	0	0	0	0	0	661460	0	0	0	0	0	0	0	0	0	764554	0	0	0	0	1129445	0	0	0	0	2279072	0	0	0	0	6174127	0	0	0	35780974	0
LFQ	83	0	0	347	0	0	0	0	0	0	0	0	0	661885	0	0	0	0	0	0	0	0	0	763519	0	0	0	0	1129126	0	0	0	0	2271941	0	0	0	0	6157198	0	0	0	35693405	0
LFQ	84	0	0	0	0	0	0	0	0	0	0	0	0	659066	0	0	0	0	0	0	0	0	0	759246	0	0	0	0	1123547	0	0	0	0	2257828	0	0	0	0	6135267	0	0	0	35629743	0
LFQ	85	0	0	1	0	0	0	0	0	0	0	0	0	650120	0	0	0	0	0	0	0	0	0	752327	0	0	0	0	1118269	0	0	0	0	2243735	0	0	0	0	6107454	0	0	0	35579486	0
LFQ	86	0	0	6	0	0	0	0	0	0	0	0	0	671780	0	0	0	0	0	0	0	0	0	767809	0	0	0	0	1136785	0	0	0	0	2268012	0	0	0	0	6147250	0	0	0	35343544	0
LFQ	87	0	0	117	0	0	0	0	0	0	0	0	0	665727	0	0	0	0	0	0	0	0	0	768688	0	0	0	0	1133821	0	0	0	0	2276277	0	0	0	0	6139870	0	0	0	35232903	0
LFQ	88	0	0	109	0	0	0	0	0	0	0	0	0	676855	0	0	0	0	0	0	0	0	0	775522	0	0	0	0	1146918	0	0	0	0	2291909	0	0	0	0	6164104	0	0	0	35040190	0
LFQ	89	0	0	31	0	0	0	0	0	0	0	0	0	672283	0	0	0	0	0	0	0	0	0	777478	0	0	0	0	1144084	0	0	0	0	2302914	0	0	0	0	6174063	0	0	0	34900997	0
LFQ	90	0	0	263	0	0	0	0	0	0	0	0	0	725158	0	0	0	0	0	0	0	0	0	803358	0	0	0	0	1160321	0	0	0	0	2330434	0	0	0	0	6203876	0	0	0	34616600	0
LFQ	91	0	0	176	0	0	0	0	0	0	0	0	0	754683	0	0	0	0	0	0	0	0	0	844816	0	0	0	0	1203349	0	0	0	0	2386011	0	0	0	0	6267312	0	0	0	34250092	0
LFQ	92	0	0	0	0	0	0	0	0	0	0	0	0	746789	0	0	0	0	0	0	0	0	0	844201	0	0	0	0	1200068	0	0	0	0	2415185	0	0	0	0	6292932	0	0	0	34073446	0
LFQ	93	0	0	6	0	0	0	0	0	0	0	0	0	764209	0	0	0	0	0	0	0	0	0	862194	0	0	0	0	1216966	0	0	0	0	2450568	0	0	0	0	6341567	0	0	0	33801362	0
LFQ	94	0	0	18	0	0	0	0	0	0	0	0	0	706593	0	0	0	0	0	0	0	0	0	829665	0	0	0	0	1193006	0	0	0	0	2418505	0	0	0	0	6299698	0	0	0	33856982	0
LFQ	95	0	0	8	0	0	0	0	0	0	0	0	0	729326	0	0	0	0	0	0	0	0	0	829564	0	0	0	0	1195555	0	0	0	0	2430352	0	0	0	0	6282623	0	0	0	33699398	0
LFQ	96	0	0	195	0	0	0	0	0	0	0	0	0	780270	0	0	0	0	0	0	0	0	0	858659	0	0	0	0	1211103	0	0	0	0	2466256	0	0	0	0	6320039	0	0	0	33385775	0
LFQ	97	0	0	0	0	0	0	0	0	0	0	0	0	719772	0	0	0	0	0	0	0	0	0	843956	0	0	0	0	1202892	0	0	0	0	2489295	0	0	0	0	6301976	0	0	0	33326339	0
LFQ	98	0	0	7	0	0	0	0	0	0	0	0	0	798881	0	0	0	0	0	0	0	0	0	875653	0	0	0	0	1252469	0	0	0	0	2505158	0	0	0	0	6277760	0	0	0	33028560	0
LFQ	99	0	0	110	0	0	0	0	0	0	0	0	0	762415	0	0	0	0	0	0	0	0	0	898078	0	0	0	0	1250644	0	0	0	0	2569629	0	0	0	0	6352596	0	0	0	32760429	0
LFQ	100	0	0	36	0	0	0	0	0	0	0	0	0	758197	0	0	0	0	0	0	0	0	0	861692	0	0	0	0	1225488	0	0	0	0	2558116	0	0	0	0	6377005	0	0	0	32664629	0
LFQ	101	0	0	711	0	0	0	0	0	0	0	0	0	760141	0	0	0	0	0	0	0	0	0	880368	0	0	0	0	1246251	0	0	0	0	2578642	0	0	0	0	6427029	0	0	0	32402305	0
LFQ	102	0	0	4	0	0	0	0	0	0	0	0	0	773146	0	0	0	0	0	0	0	0	0	874539	0	0	0	0	1248334	0	0	0	0	2593260	0	0	0	0	6466607	0	0	0	32186236	0
LFQ	103	0	0	0	0	0	0	0	0	0	0	0	0	751554	0	0	0	0	0	0	0	0	0	865319	0	0	0	0	1248426	0	0	0	0	2575379	0	0	0	0	6464035	0	0	0	32084492	0
LFQ	104	0	0	2	0	0	0	0	0	0	0	0	0	759990	0	0	0	0	0	0	0	0	0	864923	0	0	0	0	1254738	0	0	0	0	2581743	0	0	0	0	6483532	0	0	0	31888087	0
LFQ	105	0	0	1	0	0	0	0	0	0	0	0	0	749086	0	0	0	0	0	0	0	0	0	857087	0	0	0	0	1251139	0	0	0	0	2559833	0	0	0	0	6508691	0	0	0	31747683	0
LFQ	106	0	0	57	0	0	0	0	0	0	0	0	0	791163	0	0	0	0	0	0	0	0	0	880361	0	0	0	0	1267377	0	0	0	0	2574838	0	0	0	0	6529665	0	0	0	31464373	0
LFQ	107	0	0	11	0	0	0	0	0	0	0	0	0	790035	0	0	0	0	0	0	0	0	0	902251	0	0	0	0	1292899	0	0	0	0	2606886	0	0	0	0	6633025	0	0	0	31114926	0
LFQ	108	0	0	229	0	0	0	0	0	0	0	0	0	775160	0	0	0	0	0	0	0	0	0	897027	0	0	0	0	1286011	0	0	0	0	2610234	0	0	0	0	6718617	0	0	0	30883564	0
LFQ	109	0	0	6	0	0	0	0	0	0	0	0	0	771476	0	0	0	0	0	0	0	0	0	886422	0	0	0	0	1278281	0	0	0	0	2601725	0	0	0	0	6849093	0	0	0	30610426	0
